,year,month,day,irradiance
3066,2019,2,11,3.8
3067,2019,2,12,3.79
3068,2019,2,13,3.37
3069,2019,2,14,2.14
3070,2019,2,15,2.87
3071,2019,2,16,2.47
3072,2019,2,17,4.27
3073,2019,2,18,3.38
3074,2019,2,19,3.79
3075,2019,2,20,1.6
3076,2019,2,21,4.0
3077,2019,2,22,4.34
3078,2019,2,23,5.45
3079,2019,2,24,5.07
3080,2019,2,25,4.62
3081,2019,2,26,2.68
3082,2019,2,27,3.85
3083,2019,2,28,5.59
3084,2020,2,1,4.21
3085,2020,2,2,4.2
3086,2020,2,3,4.49
3087,2020,2,4,3.95
3088,2020,2,5,3.87
3089,2020,2,6,4.08
3090,2020,2,7,4.15
3091,2020,2,8,4.34
3092,2020,2,9,4.33
3093,2020,2,10,4.2
3094,2020,2,11,4.22
3095,2020,2,12,4.32
3096,2020,2,13,4.9
3097,2020,2,14,5.16
3098,2020,2,15,5.49
3099,2020,2,16,5.38
3100,2020,2,17,5.2
3101,2020,2,18,5.5
3102,2020,2,19,4.22
3103,2020,2,20,4.39
3104,2020,2,21,1.85
3105,2020,2,22,3.55
3106,2020,2,23,3.6
3107,2020,2,24,4.44
3108,2020,2,25,4.49
3109,2020,2,26,4.64
3110,2020,2,27,4.04
3111,2020,2,28,4.01
3112,2021,2,1,4.44
3113,2021,2,2,4.49
3114,2021,2,3,4.07
3115,2021,2,4,2.78
3116,2021,2,5,4.12
3117,2021,2,6,4.85
3118,2021,2,7,4.89
3119,2021,2,8,4.53
3120,2021,2,9,4.32
3121,2021,2,10,4.72
3122,2021,2,11,4.44
3123,2021,2,12,3.49
3124,2021,2,13,3.36
3125,2021,2,14,4.32
3126,2021,2,15,4.39
3127,2021,2,16,4.37
3128,2021,2,17,4.48
3129,2021,2,18,4.5
3130,2021,2,19,4.55
3131,2021,2,20,4.4
3132,2021,2,21,4.92
3133,2021,2,22,5.01
3134,2021,2,23,5.33
3135,2021,2,24,5.32
3136,2021,2,25,5.35
3137,2021,2,26,5.55
3138,2021,2,27,5.31
3139,2021,2,28,5.41
3140,2022,2,1,3.13
3141,2022,2,2,3.65
3142,2022,2,3,1.16
3143,2022,2,4,2.32
3144,2022,2,5,3.79
3145,2022,2,6,4.68
3146,2022,2,7,4.35
3147,2022,2,8,4.03
3148,2022,2,9,3.17
3149,2022,2,10,4.54
3150,2022,2,11,5.0
3151,2022,2,12,5.38
3152,2022,2,13,5.06
3153,2022,2,14,5.09
3154,2022,2,15,4.91
3155,2022,2,16,4.98
3156,2022,2,17,5.1
3157,2022,2,18,4.95
3158,2022,2,19,5.07
3159,2022,2,20,5.08
3160,2022,2,21,5.57
3161,2022,2,22,5.25
3162,2022,2,23,3.99
3163,2022,2,24,3.94
3164,2022,2,25,4.43
3165,2022,2,26,4.07
3166,2022,2,27,5.03
3167,2022,2,28,5.98
3168,2008,2,1,4.71
3169,2008,2,2,3.2
3170,2008,2,3,2.05
3171,2008,2,4,3.68
3172,2008,2,5,2.7
3173,2008,2,6,3.4
3174,2008,2,7,3.31
3175,2008,2,8,2.76
3176,2008,2,9,4.54
3177,2008,2,10,5.03
3178,2008,2,11,5.27
3179,2008,2,12,5.33
3180,2008,2,13,5.59
3181,2008,2,14,5.19
3182,2008,2,15,5.17
3183,2008,2,16,5.2
3184,2008,2,17,5.0
3185,2008,2,18,4.93
3186,2008,2,19,5.35
3187,2008,2,20,5.45
3188,2008,2,21,4.95
3189,2008,2,22,4.87
3190,2008,2,23,4.7
3191,2008,2,24,4.02
3192,2008,2,25,5.28
3193,2008,2,26,5.85
3194,2008,2,27,5.96
3195,2008,2,28,5.8
3196,2009,2,1,4.75
3197,2009,2,2,4.83
3198,2009,2,3,4.65
3199,2009,2,4,4.59
3200,2009,2,5,4.24
3201,2009,2,6,4.25
3202,2009,2,7,4.35
3203,2009,2,8,4.81
3204,2009,2,9,4.64
3205,2009,2,10,2.7
3206,2009,2,11,3.2
3207,2009,2,12,4.16
3208,2009,2,13,4.57
3209,2009,2,14,4.78
3210,2009,2,15,5.14
3211,2009,2,16,5.32
3212,2009,2,17,5.15
3213,2009,2,18,5.33
3214,2009,2,19,5.51
3215,2009,2,20,5.15
3216,2009,2,21,5.19
3217,2009,2,22,4.84
3218,2009,2,23,4.8
3219,2009,2,24,5.1
3220,2009,2,25,5.17
3221,2009,2,26,5.12
3222,2009,2,27,5.53
3223,2009,2,28,6.0
3224,2010,2,1,4.18
3225,2010,2,2,4.16
3226,2010,2,3,4.38
3227,2010,2,4,4.6
3228,2010,2,5,4.38
3229,2010,2,6,4.59
3230,2010,2,7,4.38
3231,2010,2,8,2.37
3232,2010,2,9,2.96
3233,2010,2,10,3.1
3234,2010,2,11,4.39
3235,2010,2,12,3.47
3236,2010,2,13,3.71
3237,2010,2,14,4.37
3238,2010,2,15,2.16
3239,2010,2,16,4.46
3240,2010,2,17,4.77
3241,2010,2,18,5.37
3242,2010,2,19,5.34
3243,2010,2,20,5.45
3244,2010,2,21,5.35
3245,2010,2,22,4.56
3246,2010,2,23,5.06
3247,2010,2,24,4.52
3248,2010,2,25,5.13
3249,2010,2,26,5.37
3250,2010,2,27,5.35
3251,2010,2,28,5.59
3252,2011,2,1,4.41
3253,2011,2,2,4.64
3254,2011,2,3,4.44
3255,2011,2,4,4.38
3256,2011,2,5,4.8
3257,2011,2,6,3.76
3258,2011,2,7,3.32
3259,2011,2,8,4.85
3260,2011,2,9,5.23
3261,2011,2,10,4.97
3262,2011,2,11,4.83
3263,2011,2,12,4.36
3264,2011,2,13,4.44
3265,2011,2,14,1.93
3266,2011,2,15,1.11
3267,2011,2,16,4.03
3268,2011,2,17,4.34
3269,2011,2,18,5.14
3270,2011,2,19,4.88
3271,2011,2,20,4.3
3272,2011,2,21,5.01
3273,2011,2,22,4.39
3274,2011,2,23,4.73
3275,2011,2,24,3.84
3276,2011,2,25,4.52
3277,2011,2,26,4.63
3278,2011,2,27,5.13
3279,2011,2,28,5.45
3280,2012,2,1,4.5
3281,2012,2,2,4.32
3282,2012,2,3,3.99
3283,2012,2,4,2.76
3284,2012,2,5,4.13
3285,2012,2,6,3.98
3286,2012,2,7,3.39
3287,2012,2,8,4.84
3288,2012,2,9,5.18
3289,2012,2,10,5.1
3290,2012,2,11,3.82
3291,2012,2,12,4.46
3292,2012,2,13,4.45
3293,2012,2,14,3.26
3294,2012,2,15,4.01
3295,2012,2,16,4.36
3296,2012,2,17,3.86
3297,2012,2,18,5.03
3298,2012,2,19,4.98
3299,2012,2,20,4.98
3300,2012,2,21,5.06
3301,2012,2,22,5.26
3302,2012,2,23,4.95
3303,2012,2,24,4.66
3304,2012,2,25,5.26
3305,2012,2,26,5.84
3306,2012,2,27,5.38
3307,2012,2,28,5.39
3308,2013,2,1,3.18
3309,2013,2,2,2.99
3310,2013,2,3,3.45
3311,2013,2,4,1.46
3312,2013,2,5,0.96
3313,2013,2,6,2.67
3314,2013,2,7,5.07
3315,2013,2,8,5.06
3316,2013,2,9,5.19
3317,2013,2,10,4.8
3318,2013,2,11,4.61
3319,2013,2,12,4.7
3320,2013,2,13,4.79
3321,2013,2,14,4.88
3322,2013,2,15,3.43
3323,2013,2,16,0.95
3324,2013,2,17,2.69
3325,2013,2,18,4.25
3326,2013,2,19,3.8
3327,2013,2,20,4.74
3328,2013,2,21,4.74
3329,2013,2,22,4.6
3330,2013,2,23,3.09
3331,2013,2,24,5.32
3332,2013,2,25,5.44
3333,2013,2,26,5.47
3334,2013,2,27,5.41
3335,2013,2,28,6.02
3336,2014,2,1,2.71
3337,2014,2,2,3.4
3338,2014,2,3,4.16
3339,2014,2,4,3.75
3340,2014,2,5,3.06
3341,2014,2,6,3.67
3342,2014,2,7,4.26
3343,2014,2,8,2.78
3344,2014,2,9,4.96
3345,2014,2,10,3.53
3346,2014,2,11,5.01
3347,2014,2,12,5.09
3348,2014,2,13,3.94
3349,2014,2,14,1.06
3350,2014,2,15,2.58
3351,2014,2,16,3.97
3352,2014,2,17,5.11
3353,2014,2,18,5.29
3354,2014,2,19,4.25
3355,2014,2,20,4.8
3356,2014,2,21,4.17
3357,2014,2,22,2.91
3358,2014,2,23,3.49
3359,2014,2,24,4.74
3360,2014,2,25,4.05
3361,2014,2,26,3.78
3362,2014,2,27,4.24
3363,2014,2,28,2.49
3364,2023,2,1,4.79
3365,2023,2,2,4.9
3366,2023,2,3,4.67
3367,2023,2,4,4.8
3368,2023,2,5,4.75
3369,2023,2,6,4.71
3370,2023,2,7,4.49
3371,2023,2,8,5.03
3372,2023,2,9,4.87
3373,2023,2,10,4.84
3374,2023,2,11,4.25
3375,2023,2,12,5.19
3376,2023,2,13,5.58
3377,2023,2,14,5.16
3378,2023,2,15,5.21
3379,2023,2,16,4.63
3380,2023,2,17,4.18
3381,2023,2,18,4.82
3382,2023,2,19,4.58
3383,2023,2,20,5.06
3384,2023,2,21,5.24
3385,2023,2,22,4.12
3386,2023,2,23,5.5
3387,2023,2,24,4.91
3388,2023,2,25,5.31
3389,2023,2,26,5.16
3390,2023,2,27,5.09
3391,2023,2,28,4.77
3392,2023,3,1,4.16
3393,2023,3,2,5.28
3394,2023,3,3,5.46
3395,2023,3,4,3.54
3396,2023,3,5,5.59
3397,2023,3,6,5.95
3398,2023,3,7,5.57
3399,2023,3,8,5.23
3400,2023,3,9,4.65
3401,2023,3,10,5.5
3402,2023,3,11,5.76
3403,2023,3,12,5.8
3404,2023,3,13,5.01
3405,2023,3,14,5.62
3406,2023,3,15,5.38
3407,2023,3,16,3.76
3408,2023,3,17,3.4
3409,2023,3,18,2.81
3410,2023,3,19,4.26
3411,2023,3,20,2.73
3412,2023,3,21,4.04
3413,2023,3,22,5.15
3414,2023,3,23,6.13
3415,2023,3,24,3.18
3416,2023,3,25,5.68
3417,2023,3,26,5.95
3418,2023,3,27,6.26
3419,2023,3,28,6.64
3420,2023,3,29,5.41
3421,2023,3,30,5.2
3422,2023,3,31,4.76
3423,2014,3,1,2.5
3424,2014,3,2,4.48
3425,2014,3,3,5.46
3426,2014,3,4,4.99
3427,2014,3,5,5.06
3428,2014,3,6,5.41
3429,2014,3,7,6.0
3430,2014,3,8,5.84
3431,2014,3,9,5.68
3432,2014,3,10,3.19
3433,2014,3,11,4.76
3434,2014,3,12,5.52
3435,2014,3,13,6.13
3436,2014,3,14,6.47
3437,2014,3,15,6.31
3438,2014,3,16,6.16
3439,2014,3,17,6.1
3440,2014,3,18,6.03
3441,2014,3,19,6.6
3442,2014,3,20,6.07
3443,2014,3,21,5.75
3444,2014,3,22,6.2
3445,2014,3,23,2.98
3446,2014,3,24,5.23
3447,2014,3,25,6.02
3448,2014,3,26,4.62
3449,2014,3,27,3.63
3450,2014,3,28,4.87
3451,2014,3,29,5.64
3452,2014,3,30,6.1
3453,2014,3,31,6.74
3454,2013,3,1,6.12
3455,2013,3,2,6.18
3456,2013,3,3,6.14
3457,2013,3,4,6.22
3458,2013,3,5,6.1
3459,2013,3,6,6.01
3460,2013,3,7,6.13
3461,2013,3,8,6.23
3462,2013,3,9,6.19
3463,2013,3,10,5.78
3464,2013,3,11,5.53
3465,2013,3,12,5.27
3466,2013,3,13,5.47
3467,2013,3,14,5.4
3468,2013,3,15,6.38
3469,2013,3,16,6.0
3470,2013,3,17,6.24
3471,2013,3,18,6.35
3472,2013,3,19,6.3
3473,2013,3,20,5.64
3474,2013,3,21,6.25
3475,2013,3,22,5.93
3476,2013,3,23,6.05
3477,2013,3,24,6.13
3478,2013,3,25,6.71
3479,2013,3,26,6.21
3480,2013,3,27,4.22
3481,2013,3,28,5.94
3482,2013,3,29,4.7
3483,2013,3,30,6.29
3484,2013,3,31,6.63
3485,2012,3,1,5.75
3486,2012,3,2,5.7
3487,2012,3,3,5.54
3488,2012,3,4,5.1
3489,2012,3,5,5.49
3490,2012,3,6,4.73
3491,2012,3,7,5.77
3492,2012,3,8,5.73
3493,2012,3,9,5.97
3494,2012,3,10,5.96
3495,2012,3,11,6.15
3496,2012,3,12,5.64
3497,2012,3,13,5.69
3498,2012,3,14,5.75
3499,2012,3,15,6.09
3500,2012,3,16,5.55
3501,2012,3,17,5.97
3502,2012,3,18,5.86
3503,2012,3,19,6.03
3504,2012,3,20,5.59
3505,2012,3,21,5.87
3506,2012,3,22,6.32
3507,2012,3,23,6.31
3508,2012,3,24,6.33
3509,2012,3,25,5.72
3510,2012,3,26,5.54
3511,2012,3,27,5.04
3512,2012,3,28,5.94
3513,2012,3,29,6.82
3514,2012,3,30,6.89
3515,2012,3,31,6.84
3516,2011,3,1,2.64
3517,2011,3,2,2.81
3518,2011,3,3,2.15
3519,2011,3,4,3.49
3520,2011,3,5,5.42
3521,2011,3,6,5.72
3522,2011,3,7,6.01
3523,2011,3,8,5.51
3524,2011,3,9,5.79
3525,2011,3,10,5.46
3526,2011,3,11,5.9
3527,2011,3,12,6.32
3528,2011,3,13,6.46
3529,2011,3,14,6.28
3530,2011,3,15,6.01
3531,2011,3,16,5.95
3532,2011,3,17,5.59
3533,2011,3,18,4.88
3534,2011,3,19,5.07
3535,2011,3,20,6.35
3536,2011,3,21,6.15
3537,2011,3,22,6.86
3538,2011,3,23,6.36
3539,2011,3,24,6.15
3540,2011,3,25,6.37
3541,2011,3,26,6.67
3542,2011,3,27,6.75
3543,2011,3,28,6.6
3544,2011,3,29,5.57
3545,2011,3,30,6.45
3546,2011,3,31,6.71
3547,2010,3,1,5.11
3548,2010,3,2,5.54
3549,2010,3,3,4.94
3550,2010,3,4,4.99
3551,2010,3,5,5.76
3552,2010,3,6,5.14
3553,2010,3,7,5.65
3554,2010,3,8,6.17
3555,2010,3,9,6.1
3556,2010,3,10,6.04
3557,2010,3,11,6.11
3558,2010,3,12,5.93
3559,2010,3,13,6.04
3560,2010,3,14,5.97
3561,2010,3,15,6.16
3562,2010,3,16,5.97
3563,2010,3,17,5.84
3564,2010,3,18,5.85
3565,2010,3,19,5.97
3566,2010,3,20,6.18
3567,2010,3,21,6.45
3568,2010,3,22,6.45
3569,2010,3,23,6.56
3570,2010,3,24,6.57
3571,2010,3,25,5.05
3572,2010,3,26,6.15
3573,2010,3,27,6.05
3574,2010,3,28,6.46
3575,2010,3,29,6.67
3576,2010,3,30,6.29
3577,2010,3,31,5.96
3578,2009,3,1,5.81
3579,2009,3,2,5.53
3580,2009,3,3,5.89
3581,2009,3,4,5.19
3582,2009,3,5,5.28
3583,2009,3,6,5.87
3584,2009,3,7,6.0
3585,2009,3,8,6.01
3586,2009,3,9,6.02
3587,2009,3,10,5.86
3588,2009,3,11,6.45
3589,2009,3,12,6.44
3590,2009,3,13,6.37
3591,2009,3,14,5.98
3592,2009,3,15,5.68
3593,2009,3,16,5.66
3594,2009,3,17,5.67
3595,2009,3,18,5.69
3596,2009,3,19,5.7
3597,2009,3,20,2.91
3598,2009,3,21,6.13
3599,2009,3,22,6.22
3600,2009,3,23,5.59
3601,2009,3,24,6.0
3602,2009,3,25,5.07
3603,2009,3,26,6.66
3604,2009,3,27,2.72
3605,2009,3,28,5.6
3606,2009,3,29,5.02
3607,2009,3,30,6.25
3608,2009,3,31,7.08
3609,2008,3,1,5.69
3610,2008,3,2,5.74
3611,2008,3,3,5.37
3612,2008,3,4,5.18
3613,2008,3,5,5.65
3614,2008,3,6,5.74
3615,2008,3,7,5.45
3616,2008,3,8,5.3
3617,2008,3,9,4.86
3618,2008,3,10,4.23
3619,2008,3,11,4.27
3620,2008,3,12,4.49
3621,2008,3,13,2.52
3622,2008,3,14,6.02
3623,2008,3,15,6.09
3624,2008,3,16,6.32
3625,2008,3,17,6.47
3626,2008,3,18,6.43
3627,2008,3,19,5.78
3628,2008,3,20,5.79
3629,2008,3,21,6.48
3630,2008,3,22,6.33
3631,2008,3,23,5.77
3632,2008,3,24,6.43
3633,2008,3,25,6.46
3634,2008,3,26,6.5
3635,2008,3,27,6.38
3636,2008,3,28,6.24
3637,2008,3,29,6.36
3638,2008,3,30,6.06
3639,2008,3,31,5.83
3640,2022,3,1,5.41
3641,2022,3,2,5.5
3642,2022,3,3,5.2
3643,2022,3,4,5.24
3644,2022,3,5,5.94
3645,2022,3,6,4.7
3646,2022,3,7,5.01
3647,2022,3,8,5.22
3648,2022,3,9,5.35
3649,2022,3,10,5.41
3650,2022,3,11,6.0
3651,2022,3,12,6.23
3652,2022,3,13,5.7
3653,2022,3,14,5.98
3654,2022,3,15,5.8
3655,2022,3,16,6.19
3656,2022,3,17,5.82
3657,2022,3,18,5.23
3658,2022,3,19,5.63
3659,2022,3,20,6.11
3660,2022,3,21,5.73
3661,2022,3,22,6.06
3662,2022,3,23,5.69
3663,2022,3,24,6.1
3664,2022,3,25,6.38
3665,2022,3,26,6.49
3666,2022,3,27,6.58
3667,2022,3,28,6.67
3668,2022,3,29,6.81
3669,2022,3,30,6.63
3670,2022,3,31,6.39
3671,2021,3,1,5.71
3672,2021,3,2,5.94
3673,2021,3,3,5.98
3674,2021,3,4,5.9
3675,2021,3,5,5.69
3676,2021,3,6,6.08
3677,2021,3,7,5.71
3678,2021,3,8,4.98
3679,2021,3,9,5.17
3680,2021,3,10,5.35
3681,2021,3,11,5.56
3682,2021,3,12,2.85
3683,2021,3,13,5.48
3684,2021,3,14,5.95
3685,2021,3,15,5.19
3686,2021,3,16,4.85
3687,2021,3,17,5.22
3688,2021,3,18,4.7
3689,2021,3,19,5.04
3690,2021,3,20,6.15
3691,2021,3,21,6.19
3692,2021,3,22,4.7
3693,2021,3,23,4.03
3694,2021,3,24,5.8
3695,2021,3,25,5.78
3696,2021,3,26,6.39
3697,2021,3,27,6.41
3698,2021,3,28,6.19
3699,2021,3,29,6.56
3700,2021,3,30,6.25
3701,2021,3,31,7.43
3702,2020,3,1,5.07
3703,2020,3,2,4.92
3704,2020,3,3,4.85
3705,2020,3,4,4.31
3706,2020,3,5,4.3
3707,2020,3,6,3.2
3708,2020,3,7,3.55
3709,2020,3,8,5.62
3710,2020,3,9,5.9
3711,2020,3,10,5.22
3712,2020,3,11,4.75
3713,2020,3,12,5.3
3714,2020,3,13,5.72
3715,2020,3,14,3.8
3716,2020,3,15,5.48
3717,2020,3,16,4.77
3718,2020,3,17,6.17
3719,2020,3,18,5.99
3720,2020,3,19,6.07
3721,2020,3,20,5.13
3722,2020,3,21,5.24
3723,2020,3,22,6.27
3724,2020,3,23,5.79
3725,2020,3,24,4.17
3726,2020,3,25,6.04
3727,2020,3,26,3.69
3728,2020,3,27,3.33
3729,2020,3,28,6.93
3730,2020,3,29,6.87
3731,2020,3,30,6.92
3732,2020,3,31,5.97
3733,2019,3,1,5.5
3734,2019,3,2,1.65
3735,2019,3,3,3.63
3736,2019,3,4,4.12
3737,2019,3,5,5.39
3738,2019,3,6,6.11
3739,2019,3,7,5.74
3740,2019,3,8,5.16
3741,2019,3,9,5.43
3742,2019,3,10,6.11
3743,2019,3,11,5.1
3744,2019,3,12,4.46
3745,2019,3,13,2.6
3746,2019,3,14,3.66
3747,2019,3,15,6.04
3748,2019,3,16,5.72
3749,2019,3,17,5.93
3750,2019,3,18,6.02
3751,2019,3,19,6.3
3752,2019,3,20,5.71
3753,2019,3,21,5.86
3754,2019,3,22,6.58
3755,2019,3,23,6.42
3756,2019,3,24,6.35
3757,2019,3,25,5.38
3758,2019,3,26,6.81
3759,2019,3,27,5.62
3760,2019,3,28,6.1
3761,2019,3,29,6.28
3762,2019,3,30,6.28
3763,2019,3,31,6.54
3764,2018,3,1,4.31
3765,2018,3,2,5.33
3766,2018,3,3,4.79
3767,2018,3,4,4.34
3768,2018,3,5,5.82
3769,2018,3,6,5.87
3770,2018,3,7,6.08
3771,2018,3,8,5.96
3772,2018,3,9,5.68
3773,2018,3,10,5.83
3774,2018,3,11,5.89
3775,2018,3,12,5.96
3776,2018,3,13,6.06
3777,2018,3,14,5.16
3778,2018,3,15,5.0
3779,2018,3,16,5.0
3780,2018,3,17,6.46
3781,2018,3,18,6.37
3782,2018,3,19,5.45
3783,2018,3,20,5.29
3784,2018,3,21,5.46
3785,2018,3,22,5.58
3786,2018,3,23,6.24
3787,2018,3,24,6.41
3788,2018,3,25,6.51
3789,2018,3,26,6.42
3790,2018,3,27,6.43
3791,2018,3,28,6.69
3792,2018,3,29,6.7
3793,2018,3,30,7.11
3794,2018,3,31,6.39
3795,2017,3,1,4.22
3796,2017,3,2,3.64
3797,2017,3,3,4.82
3798,2017,3,4,6.09
3799,2017,3,5,6.06
3800,2017,3,6,6.01
3801,2017,3,7,4.98
3802,2017,3,8,4.27
3803,2017,3,9,4.7
3804,2017,3,10,4.16
3805,2017,3,11,4.73
3806,2017,3,12,5.89
3807,2017,3,13,6.06
3808,2017,3,14,5.85
3809,2017,3,15,6.02
3810,2017,3,16,5.49
3811,2017,3,17,6.16
3812,2017,3,18,5.9
3813,2017,3,19,5.26
3814,2017,3,20,6.32
3815,2017,3,21,6.19
3816,2017,3,22,6.41
3817,2017,3,23,6.28
3818,2017,3,24,5.67
3819,2017,3,25,6.61
3820,2017,3,26,6.67
3821,2017,3,27,6.69
3822,2017,3,28,6.45
3823,2017,3,29,6.71
3824,2017,3,30,6.7
3825,2017,3,31,6.21
3826,2016,3,1,4.77
3827,2016,3,2,4.99
3828,2016,3,3,4.92
3829,2016,3,4,5.16
3830,2016,3,5,4.28
3831,2016,3,6,4.34
3832,2016,3,7,5.23
3833,2016,3,8,5.06
3834,2016,3,9,5.73
3835,2016,3,10,5.62
3836,2016,3,11,4.39
3837,2016,3,12,5.1
3838,2016,3,13,5.64
3839,2016,3,14,4.71
3840,2016,3,15,5.62
3841,2016,3,16,6.05
3842,2016,3,17,4.82
3843,2016,3,18,5.23
3844,2016,3,19,4.89
3845,2016,3,20,6.02
3846,2016,3,21,6.53
3847,2016,3,22,7.22
3848,2016,3,23,6.99
3849,2016,3,24,6.43
3850,2016,3,25,6.06
3851,2016,3,26,3.92
3852,2016,3,27,6.19
3853,2016,3,28,6.86
3854,2016,3,29,6.53
3855,2016,3,30,5.77
3856,2016,3,31,6.4
3857,2015,3,1,1.08
3858,2015,3,2,2.8
3859,2015,3,3,3.48
3860,2015,3,4,5.59
3861,2015,3,5,5.81
3862,2015,3,6,5.53
3863,2015,3,7,4.02
3864,2015,3,8,4.55
3865,2015,3,9,5.84
3866,2015,3,10,6.28
3867,2015,3,11,5.89
3868,2015,3,12,5.65
3869,2015,3,13,3.57
3870,2015,3,14,3.65
3871,2015,3,15,1.47
3872,2015,3,16,4.96
3873,2015,3,17,6.02
3874,2015,3,18,6.26
3875,2015,3,19,6.5
3876,2015,3,20,6.44
3877,2015,3,21,6.31
3878,2015,3,22,6.37
3879,2015,3,23,6.49
3880,2015,3,24,6.7
3881,2015,3,25,6.18
3882,2015,3,26,5.94
3883,2015,3,27,6.42
3884,2015,3,28,6.82
3885,2015,3,29,2.77
3886,2015,3,30,5.15
3887,2015,3,31,5.9
3888,2015,4,1,5.62
3889,2015,4,2,6.27
3890,2015,4,3,4.35
3891,2015,4,4,4.41
3892,2015,4,5,6.71
3893,2015,4,6,6.65
3894,2015,4,7,5.56
3895,2015,4,8,6.76
3896,2015,4,9,7.41
3897,2015,4,10,7.32
3898,2015,4,11,6.57
3899,2015,4,12,3.53
3900,2015,4,13,4.68
3901,2015,4,14,5.85
3902,2015,4,15,6.09
3903,2015,4,16,4.41
3904,2015,4,17,6.69
3905,2015,4,18,6.73
3906,2015,4,19,6.95
3907,2015,4,20,6.24
3908,2015,4,21,6.67
3909,2015,4,22,7.52
3910,2015,4,23,7.41
3911,2015,4,24,7.4
3912,2015,4,25,7.4
3913,2015,4,26,7.0
3914,2015,4,27,6.52
3915,2015,4,28,6.42
3916,2015,4,29,7.01
3917,2015,4,30,6.99
3918,2016,4,1,6.53
3919,2016,4,2,6.16
3920,2016,4,3,5.48
3921,2016,4,4,5.86
3922,2016,4,5,5.4
3923,2016,4,6,6.01
3924,2016,4,7,6.68
3925,2016,4,8,7.15
3926,2016,4,9,7.01
3927,2016,4,10,5.14
3928,2016,4,11,6.79
3929,2016,4,12,7.41
3930,2016,4,13,7.58
3931,2016,4,14,7.25
3932,2016,4,15,6.47
3933,2016,4,16,6.72
3934,2016,4,17,5.67
3935,2016,4,18,6.2
3936,2016,4,19,5.58
3937,2016,4,20,6.83
3938,2016,4,21,7.37
3939,2016,4,22,6.78
3940,2016,4,23,7.6
3941,2016,4,24,7.69
3942,2016,4,25,7.39
3943,2016,4,26,6.47
3944,2016,4,27,5.82
3945,2016,4,28,6.77
3946,2016,4,29,6.93
3947,2016,4,30,7.01
3948,2017,4,1,6.84
3949,2017,4,2,6.78
3950,2017,4,3,6.94
3951,2017,4,4,5.41
3952,2017,4,5,6.06
3953,2017,4,6,6.47
3954,2017,4,7,5.88
3955,2017,4,8,6.96
3956,2017,4,9,7.43
3957,2017,4,10,7.73
3958,2017,4,11,7.48
3959,2017,4,12,7.38
3960,2017,4,13,7.04
3961,2017,4,14,6.88
3962,2017,4,15,7.06
3963,2017,4,16,7.37
3964,2017,4,17,6.97
3965,2017,4,18,6.94
3966,2017,4,19,7.26
3967,2017,4,20,7.14
3968,2017,4,21,6.43
3969,2017,4,22,6.11
3970,2017,4,23,6.71
3971,2017,4,24,6.83
3972,2017,4,25,7.31
3973,2017,4,26,6.8
3974,2017,4,27,5.96
3975,2017,4,28,5.94
3976,2017,4,29,5.66
3977,2017,4,30,6.43
3978,2018,4,1,6.31
3979,2018,4,2,6.15
3980,2018,4,3,5.76
3981,2018,4,4,6.19
3982,2018,4,5,5.76
3983,2018,4,6,4.45
3984,2018,4,7,5.93
3985,2018,4,8,6.13
3986,2018,4,9,3.58
3987,2018,4,10,5.79
3988,2018,4,11,4.95
3989,2018,4,12,6.4
3990,2018,4,13,7.32
3991,2018,4,14,6.73
3992,2018,4,15,6.47
3993,2018,4,16,4.93
3994,2018,4,17,6.46
3995,2018,4,18,7.13
3996,2018,4,19,6.68
3997,2018,4,20,5.75
3998,2018,4,21,6.68
3999,2018,4,22,7.56
4000,2018,4,23,7.38
4001,2018,4,24,7.35
4002,2018,4,25,7.46
4003,2018,4,26,7.0
4004,2018,4,27,6.36
4005,2018,4,28,6.31
4006,2018,4,29,6.22
4007,2018,4,30,6.82
4008,2019,4,1,7.2
4009,2019,4,2,6.99
4010,2019,4,3,6.95
4011,2019,4,4,6.74
4012,2019,4,5,6.52
4013,2019,4,6,6.5
4014,2019,4,7,5.57
4015,2019,4,8,6.33
4016,2019,4,9,6.65
4017,2019,4,10,6.53
4018,2019,4,11,6.45
4019,2019,4,12,5.84
4020,2019,4,13,6.78
4021,2019,4,14,6.91
4022,2019,4,15,6.54
4023,2019,4,16,2.9
4024,2019,4,17,4.52
4025,2019,4,18,6.16
4026,2019,4,19,6.7
4027,2019,4,20,6.81
4028,2019,4,21,6.72
4029,2019,4,22,6.93
4030,2019,4,23,6.7
4031,2019,4,24,6.76
4032,2019,4,25,6.26
4033,2019,4,26,6.87
4034,2019,4,27,7.28
4035,2019,4,28,7.35
4036,2019,4,29,7.29
4037,2019,4,30,7.28
4038,2020,4,1,6.71
4039,2020,4,2,6.88
4040,2020,4,3,7.3
4041,2020,4,4,7.25
4042,2020,4,5,6.68
4043,2020,4,6,7.09
4044,2020,4,7,6.82
4045,2020,4,8,6.97
4046,2020,4,9,6.77
4047,2020,4,10,6.83
4048,2020,4,11,6.89
4049,2020,4,12,7.03
4050,2020,4,13,6.72
4051,2020,4,14,5.66
4052,2020,4,15,6.12
4053,2020,4,16,6.55
4054,2020,4,17,6.22
4055,2020,4,18,6.06
4056,2020,4,19,6.63
4057,2020,4,20,3.52
4058,2020,4,21,6.59
4059,2020,4,22,6.97
4060,2020,4,23,4.48
4061,2020,4,24,7.1
4062,2020,4,25,5.89
4063,2020,4,26,4.17
4064,2020,4,27,6.97
